appid,name,release_date__date,genre_description,categories_description,short_description,about_the_game
35102,Just Cause 2 - Black Market Boom Pack DLC,"May 25, 2010","Action,Adventure","Downloadable Content,Full controller support",,"<strong>With the Black Market 'Boom' Pack you get these cool items:</strong><br>					<ul class=""bb_ul""><li>Quad Rocket Launcher: Combine a rocket launcher with a shotgun and you've got yourself the powerful Quad Rocket Launcher - expect some collateral damage!<br>						</li><li>Cluster Bomb Launcher: A natural progression of the grenade launcher, the Cluster Bomb Launcher is a small-scale weapon of mass destruction for personal use. <br>						</li><li>Air Propulsion Gun: Courtesy of the Agency Propulsion Labs, this gun was originally designed as a jet engine but was soon repurposed for the weapons division where the Air Propulsion Gun was born.<br>					</li></ul>"
35083,Just Cause 2: Rico's Signature Gun DLC,"Jun 22, 2010","Action,Adventure","Downloadable Content,Full controller support",,"Customised by the Agency and adapted for Rico’s shooting style, this deadly accurate and powerful pistol packs a punch with precision, power and flair."
35091,Just Cause 2: Monster Truck DLC,"Jun 22, 2010","Action,Adventure","Downloadable Content,Full controller support",,"The usefulness of an oversized monster truck when destabilizing small countries is clearly evident.<br />
					<br />
					<br />
<br />
					Grab this Monster Truck DLC for use in Just Cause 2!"
35080,Just Cause 2: Bull's Eye Assault Rifle,"Jun 22, 2010","Action,Adventure","Downloadable Content,Full controller support",,"More powerful than the standard assault rifle, this lightweight and lethal automatic rifle features increased accuracy in close combat and a higher magnification scope."
35089,Just Cause 2: Chevalier Classic,"Jun 22, 2010","Action,Adventure","Downloadable Content,Full controller support",,"No agent should be without a hot set of wheels and with an increased top speed and superior handling, you can arrive at your destination in style or make a guaranteed quick getaway."
35090,Just Cause 2: Agency Hovercraft,"Jun 22, 2010","Action,Adventure","Downloadable Content,Full controller support",,"The ultimate in amphibious transport, the Agency Hovercraft is the most flexible form of transport in the game. Steered by a thrust-based engine for smooth and agile movement, the vehicle is as comfortable on land as off. Equipped with a turret-mounted grenade launcher, you’re guaranteed to blow your opposition out of the water."
208796,Tomb Raider: Hitman Gun - Agency SPS 12,"Mar 25, 2013","Action,Adventure","Downloadable Content,Multi-player,Single-player",,The shotgun that Agent 47 uses in Hitman: Absolution™ (multiplayer weapon).
208792,Tomb Raider: Scavenger Bandit,"Mar 26, 2013","Action,Adventure","Downloadable Content,Multi-player,Single-player",,The crafty Scavenger Bandit (multiplayer playable character).
208795,Tomb Raider: Hitman Gun - Silverballer,"Mar 26, 2013","Action,Adventure","Downloadable Content,Multi-player,Single-player",,The signature Pistol that Agent 47 uses in Hitman: Absolution™ (multiplayer weapon).
208793,Tomb Raider: Fisherman,"Mar 26, 2013","Action,Adventure","Downloadable Content,Multi-player,Single-player",,The stalwart crew Fisherman (multiplayer playable character).
208790,Tomb Raider: Scavenger Scout,"Mar 26, 2013","Action,Adventure","Downloadable Content,Multi-player,Single-player",,The wily Scavenger Scout (multiplayer playable character).
208807,Tomb Raider: Aviatrix Skin,"Mar 26, 2013","Action,Adventure","Downloadable Content,Multi-player,Single-player",,"This outfit dresses Lara up as a classic 1930s adventurer, bomber jacket and all (single player outfit)."
208806,Tomb Raider: Hunter Skin,"Mar 26, 2013","Action,Adventure","Downloadable Content,Multi-player,Single-player",,"This outfit camouflages Lara in a heavy coating of mud, action movie-style (single player outfit)."
208805,Tomb Raider: Pistol Silencer,"Mar 26, 2013","Action,Adventure","Downloadable Content,Multi-player,Single-player",,The pistol silencer lets Lara use stealthy tactics to overcome even the trickiest of situations (single player upgrade).
208808,Tomb Raider: Guerilla Skin,"Mar 26, 2013","Action,Adventure","Downloadable Content,Multi-player,Single-player",,This outfit makes Lara look like a jungle warfare guerilla (single player outfit).
208804,Tomb Raider: Pistol Burst,"Mar 26, 2013","Action,Adventure","Downloadable Content,Multi-player,Single-player",,The three-shot burst pistol upgrade lets Lara unleash a hail of firepower on her foes (single player upgrade).
208791,Tomb Raider: Scavenger Executioner,"Jun 4, 2013","Action,Adventure","Downloadable Content,Multi-player,Single-player",,The deadly Scavenger Executioner (multiplayer playable character).
208801,Tomb Raider: Animal Instinct,"Mar 26, 2013","Action,Adventure","Downloadable Content,Full controller support,Multi-player,Single-player,Steam Achievements",,"The Animal instinct skill lights up XP-laden animals in Survival Instinct mode, to help Lara upgrade more quickly (single player upgrade)."
208798,Tomb Raider: Hitman Gun - JAGD P22G,"Mar 26, 2013","Action,Adventure","Downloadable Content,Full controller support,Multi-player,Single-player,Steam Achievements",,A second Pistol that Agent 47 uses in Hitman: Absolution™ (multiplayer weapon).
208803,Tomb Raider: Headshot Reticle,"Mar 26, 2013","Action,Adventure","Downloadable Content,Full controller support,Multi-player,Single-player,Steam Achievements",,"The headshot reticule lets Lara utilize her weapons more accurately. When used with the pistol silencer, it makes for a deadly combination (single player upgrade)."
208800,Tomb Raider: Hitman Gun - STG 58 Elite,"Mar 26, 2013","Action,Adventure","Downloadable Content,Full controller support,Multi-player,Single-player,Steam Achievements",,A second SMG that Agent 47 uses in Hitman: Absolution™ (multiplayer weapon).
208799,Tomb Raider: Hitman Gun - M590 12ga,"Mar 26, 2013","Action,Adventure","Downloadable Content,Full controller support,Multi-player,Single-player,Steam Achievements",,A second shotgun that Agent 47 uses in Hitman: Absolution™ (multiplayer weapon).
208797,Tomb Raider: Hitman Gun - HX AP-15,"Mar 26, 2013","Action,Adventure","Downloadable Content,Full controller support,Multi-player,Single-player,Steam Achievements",,The SMG that Agent 47 uses in Hitman: Absolution™ (multiplayer weapon).
208802,Tomb Raider: Agility,"Mar 26, 2013","Action,Adventure","Downloadable Content,Full controller support,Multi-player,Single-player,Steam Achievements,Steam Cloud",,The Agility skill lets Lara ascend mountain faces more quickly and ensures she lands safely from higher falls (single player upgrade).
208809,Tomb Raider: Mountaineer Skin,"May 7, 2013","Action,Adventure","Downloadable Content,Full controller support,Multi-player,Single-player,Steam Achievements,Steam Cloud",,"The Mountaineer outfit features the padded vest, grapples, and harness of an expert climber (single player outfit)."
208817,Tomb Raider: Demolition,"May 7, 2013","Action,Adventure","Downloadable Content,Full controller support,Multi-player,Single-player,Steam Achievements,Steam Cloud",,"Outfit Lara with the Demolition Gear, featuring an engineering jumpsuit and belt pack (single player outfit)."
208818,Tomb Raider: Sure-Shot,"May 7, 2013","Action,Adventure","Downloadable Content,Full controller support,Multi-player,Single-player,Steam Achievements,Steam Cloud",,"With the Sure-Shot outfit, Lara wears a competition style archery suit with high boots and forearm guards (single player outfit)."
265193,Thief - Ghost,"Feb 24, 2014","Action,Adventure,RPG","Downloadable Content,Full controller support,Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,Steam Trading Cards",,"Get access to an exclusive bundle of optional in-game consumables that can empower you and hasten your progression through THIEF.<h2 class=""bb_tag"">The Ghost Booster Pack contains the following items:</h2><br><ul class=""bb_ul""><li> Lockpick Quality Level 3 (Massively increases lockpicking sensitivity)<br></li><li> Water arrows (40)<br></li><li> Rope arrows (20)<br></li><li> Gold (750)</li></ul>"
265192,Thief - Predator,"Feb 24, 2014","Action,Adventure,RPG","Downloadable Content,Full controller support,Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,Steam Trading Cards",,"Get access to an exclusive bundle of optional in-game consumables that can empower you and hasten your progression through THIEF.<h2 class=""bb_tag"">The Predator Booster Pack contains the following items:</h2><br><br><ul class=""bb_ul""><li> Bow Balancing Level 3 (Massively reduces aiming time)<br></li><li> Sawtooth arrows (10)<br></li><li> Food (10)<br></li><li> Gold (750)</li></ul>"
265191,Thief - Opportunist,"Feb 24, 2014","Action,Adventure,RPG","Downloadable Content,Full controller support,Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,Steam Trading Cards",,"Get access to an exclusive bundle of optional in-game consumables that can empower you and hasten your progression through THIEF.<h2 class=""bb_tag"">The Opportunist Booster Pack contains the following items:</h2><br><br><ul class=""bb_ul""><li> Quiver Capacity Level 3 (Increases the maximum capacity of arrows)<br></li><li> Choke arrows (10)<br></li><li> Poppy flowers (10)<br></li><li> Gold (750)</li></ul>"
